r,y,y,w,w,r,g,y,g,b,b,o,o,b,w,g,r,b,w,o,o,g,y,r,top-reversed
r,y,y,r,w,o,g,g,b,g,o,b,y,b,w,g,r,b,w,o,w,o,y,r,front
y,r,r,y,b,g,g,g,y,b,o,b,r,b,w,g,w,o,w,o,w,o,y,r,top
r,y,y,r,w,o,g,g,b,g,o,b,y,b,w,g,r,b,w,o,w,o,y,r,top-reversed
r,y,y,r,y,b,g,g,r,b,o,b,w,o,w,g,b,g,w,o,w,o,y,r,top-twice
r,y,w,w,y,r,g,y,b,b,r,o,o,o,w,g,b,g,w,o,b,g,y,r,front-reversed
o,y,g,w,g,y,y,r,r,b,w,o,o,o,w,g,b,y,w,b,b,g,r,r,left
o,y,g,w,g,y,w,b,r,b,y,r,o,o,w,o,b,y,w,g,r,b,r,g,bottom
r,y,y,w,y,b,g,w,r,b,r,r,o,o,w,o,b,g,w,o,g,b,y,g,left-reversed
r,y,y,w,y,b,r,r,r,b,w,o,o,o,w,o,b,g,g,w,b,g,g,y,bottom-reversed
r,y,g,b,y,w,r,o,o,w,b,r,r,o,b,o,b,g,g,w,w,y,g,y,front-twice
w,y,g,b,o,r,w,y,w,w,g,r,r,o,b,o,b,b,g,o,r,y,g,y,left-twice
r,y,g,b,y,w,r,o,o,w,b,r,r,o,b,o,b,g,g,w,w,y,g,y,left-twice
y,b,r,g,b,g,r,o,y,w,b,r,o,w,b,o,r,o,g,w,w,y,g,y,top-reversed
y,b,r,g,b,g,g,w,y,w,r,o,o,w,b,r,r,o,b,o,g,w,y,y,bottom
y,b,o,b,b,g,g,r,w,o,y,r,w,w,g,r,r,o,b,o,g,w,y,y,front-reversed
y,b,o,b,b,g,g,r,w,o,b,o,w,w,g,r,r,o,y,r,y,y,w,g,bottom-twice
y,b,w,g,b,b,g,o,o,o,w,b,y,w,y,r,r,o,y,r,g,r,w,g,front-reversed
y,b,r,g,b,y,g,y,b,w,o,o,o,w,b,r,r,o,y,r,g,w,w,g,front-twice
y,b,y,y,b,g,g,w,o,b,o,w,r,w,g,r,r,o,y,r,b,o,w,g,front
o,b,o,y,g,w,b,g,b,b,w,w,r,w,g,r,r,y,y,y,r,o,o,g,left-reversed
r,b,o,y,g,b,w,g,y,b,y,w,r,w,g,r,r,w,y,b,o,o,o,g,left-twice
g,o,o,y,r,b,w,g,y,b,y,w,r,w,g,g,b,y,w,r,o,o,b,r,back-twice
r,o,y,y,w,r,g,b,g,b,o,w,r,w,g,g,b,b,w,o,y,o,y,r,left
y,y,o,r,r,w,g,b,b,b,o,w,w,r,g,g,g,b,w,o,y,o,y,r,top-twice
y,w,o,g,r,w,g,b,b,y,o,r,r,g,w,g,r,b,o,o,y,b,y,w,right-reversed
g,r,o,g,y,w,w,b,b,y,o,r,r,y,w,w,b,o,r,o,y,b,g,g,back-reversed
g,r,o,g,y,w,r,o,b,y,w,b,r,y,o,r,b,o,w,w,g,y,g,b,bottom
w,r,o,g,r,y,o,w,g,y,o,b,r,y,o,r,b,g,w,g,b,y,w,b,left
w,r,o,g,r,y,w,g,g,y,o,w,r,y,o,b,b,g,o,r,w,b,b,y,bottom
g,o,r,w,r,y,w,g,b,g,o,w,r,y,o,b,g,y,o,r,w,b,b,y,top-twice
r,g,w,o,b,g,w,g,r,y,o,w,g,y,o,b,r,y,o,r,w,b,b,y,top
y,b,w,o,g,g,r,g,r,y,o,w,g,y,o,b,o,r,r,y,w,b,b,w,back
b,o,y,w,o,r,r,g,g,g,o,w,r,y,o,b,g,y,r,y,w,b,b,w,top-reversed
b,o,y,w,o,r,r,y,g,g,r,g,r,y,o,w,g,y,o,b,b,w,w,b,bottom
b,o,y,g,o,r,r,y,g,o,r,w,y,w,r,o,b,y,w,b,b,g,w,g,right-reversed
b,o,y,g,o,r,r,w,g,o,r,o,y,w,w,b,b,y,r,y,g,g,b,w,bottom-reversed
g,y,o,b,y,w,r,w,b,y,r,o,o,r,w,b,g,o,r,y,g,g,b,w,top-twice
g,y,g,g,y,w,r,o,o,r,y,b,w,r,w,b,g,o,r,y,b,o,b,w,front-twice
r,b,g,g,y,w,g,o,o,r,y,b,w,w,w,b,r,g,y,o,b,o,y,r,back
r,b,g,g,y,w,y,o,o,r,g,o,w,w,y,b,r,g,w,b,y,b,r,o,bottom
b,g,r,g,r,g,y,o,y,w,g,o,o,r,y,b,w,w,w,b,y,b,r,o,top-reversed
b,g,w,g,y,r,o,g,b,w,r,o,o,r,y,b,w,r,w,y,y,b,g,o,left
b,g,w,g,y,r,r,o,b,w,y,b,o,r,w,y,w,r,o,g,b,o,y,g,bottom-reversed
g,w,g,b,o,r,r,o,w,r,y,b,y,r,w,y,b,w,o,g,b,o,y,g,top-twice
w,b,g,g,b,w,r,o,o,r,y,b,w,r,w,y,y,r,o,g,b,o,y,g,top-reversed
w,o,g,g,b,w,r,o,o,o,y,y,y,w,r,w,b,r,r,g,b,b,y,g,right-twice
r,b,g,g,y,w,g,o,o,o,y,y,y,w,r,o,r,g,b,r,b,b,w,w,back-reversed
r,b,g,g,y,w,b,r,o,o,g,o,y,w,y,y,r,g,r,o,w,b,w,b,bottom
r,b,g,g,y,w,g,o,o,o,y,y,y,w,r,o,r,g,b,r,b,b,w,w,bottom-reversed
