b,b,b,b,r,r,o,o,y,y,w,w,o,o,r,r,w,w,y,y,g,g,g,g,top-twice
b,b,o,r,r,g,o,g,w,y,w,y,b,o,b,r,w,w,y,y,r,o,g,g,front
o,r,o,r,b,g,b,g,w,y,w,y,b,g,b,g,y,w,y,w,r,o,r,o,back
w,r,w,r,b,b,g,g,o,y,o,y,b,g,b,g,y,r,y,r,w,o,w,o,left
o,r,o,r,b,g,b,g,w,y,w,y,b,g,b,g,y,w,y,w,r,o,r,o,left-reversed
o,r,o,r,b,b,b,b,y,w,y,w,g,g,g,g,y,w,y,w,r,o,r,o,front-twice
o,y,o,y,b,b,b,b,y,r,y,r,g,g,g,g,o,w,o,w,r,w,r,w,right-reversed
o,w,o,w,b,b,b,b,y,o,y,o,g,g,g,g,r,w,r,w,r,y,r,y,right-twice
o,y,o,y,b,b,b,b,y,r,y,r,g,g,g,g,o,w,o,w,r,w,r,w,right-twice
o,o,y,y,y,r,b,b,g,g,y,r,o,w,g,g,b,b,o,w,r,w,r,w,top
o,o,y,y,y,r,y,r,g,g,g,g,o,w,o,w,b,b,b,b,w,w,r,r,bottom-reversed
o,o,r,r,y,w,y,w,g,g,g,g,y,w,y,w,b,b,b,b,o,o,r,r,front
o,o,r,r,y,w,g,g,g,g,y,w,y,w,b,b,b,b,y,w,o,r,o,r,bottom-reversed
o,o,y,b,y,r,g,r,g,w,g,y,r,w,o,b,b,b,y,w,w,g,o,r,front-reversed
b,y,o,o,r,w,g,r,b,b,g,y,y,r,o,b,g,w,y,w,w,g,o,r,top-twice
w,y,w,o,g,r,r,w,b,b,o,y,y,r,o,b,g,o,y,w,b,g,g,r,left
w,b,w,y,g,r,r,w,b,g,o,r,o,y,b,r,o,o,y,w,b,y,g,g,right
w,b,y,b,g,b,r,o,r,o,g,b,w,y,r,r,o,o,y,w,y,w,g,g,front-twice
y,w,b,b,r,o,r,o,w,y,g,b,o,o,r,r,g,b,y,w,y,w,g,g,top
y,y,b,g,r,o,r,o,w,w,g,b,o,r,o,r,g,b,w,w,y,y,g,b,right-reversed
g,b,y,y,o,r,r,o,g,b,g,b,r,o,o,r,w,w,w,w,y,y,g,b,top-twice
y,g,y,b,g,b,r,o,r,o,g,b,w,w,o,r,o,r,w,w,y,y,g,b,top
w,r,y,b,g,b,y,o,r,o,g,b,w,b,o,g,w,o,w,r,y,y,g,r,back
w,r,y,b,g,b,g,b,r,o,o,g,w,b,w,r,w,o,y,o,y,r,y,g,bottom-reversed
w,r,y,g,g,b,g,b,r,y,o,w,r,w,b,w,g,o,o,o,y,r,y,b,right-twice
g,g,y,g,y,b,b,b,r,y,o,w,r,w,b,r,o,o,g,o,y,r,w,w,back-reversed
g,g,b,b,y,y,b,r,o,r,w,y,y,w,g,r,o,o,g,o,b,r,w,w,front
b,g,w,b,r,b,y,y,o,r,o,y,y,w,g,r,o,w,g,o,g,r,b,w,left-twice
g,b,b,w,o,w,y,y,r,b,o,y,o,r,g,r,y,w,g,o,g,r,b,w,top-reversed
g,b,y,w,o,g,y,r,o,r,y,b,b,r,w,r,y,w,g,o,g,o,b,w,front
o,b,w,w,y,o,r,g,g,r,y,b,b,r,w,r,y,b,g,g,o,o,y,w,left
o,b,o,o,y,w,r,b,b,y,r,g,g,r,o,r,y,b,g,g,w,w,y,w,front-twice
w,y,o,o,r,w,r,b,b,y,r,g,g,r,o,y,g,g,b,y,w,w,b,o,back-twice
o,b,o,o,y,w,r,b,b,y,r,g,g,r,o,r,y,b,g,g,w,w,y,w,back-twice
b,o,o,o,y,b,r,b,y,w,r,g,b,y,o,r,g,r,g,g,w,w,y,w,top-reversed
