b,o,o,o,y,b,r,g,y,w,o,r,b,y,g,g,g,r,r,b,w,w,w,y,bottom-reversed
w,o,w,o,g,r,b,y,b,w,r,r,b,y,g,g,g,o,r,y,b,w,o,y,left-twice
b,o,r,o,r,y,g,b,b,w,o,r,b,y,g,g,g,w,r,w,y,w,o,y,left-reversed
g,r,r,o,o,y,y,b,b,w,o,r,b,b,g,o,w,w,g,r,y,w,g,y,back-reversed
y,g,r,o,o,y,b,b,b,w,o,r,b,y,g,o,r,g,w,w,y,w,r,g,back-twice
w,g,g,o,b,o,b,y,y,w,r,r,b,y,g,o,r,r,w,y,b,w,o,g,left
w,w,g,g,b,o,b,y,y,w,r,r,o,g,y,b,r,r,w,y,b,g,o,o,right-twice
w,w,o,y,b,g,b,g,w,r,y,r,g,g,b,b,r,r,w,y,o,y,o,o,front-reversed
o,o,o,y,b,g,g,g,w,r,y,r,g,b,b,b,y,w,r,r,o,y,w,w,back-twice
o,o,o,y,b,g,r,r,w,r,g,g,g,b,y,r,y,w,b,b,w,o,w,y,bottom
o,b,o,y,b,g,r,r,w,o,g,y,b,r,g,y,y,w,o,b,w,r,w,g,right-reversed
o,b,b,g,b,y,r,o,o,y,w,g,r,r,w,y,y,w,o,b,g,r,w,g,front-reversed
o,y,b,g,b,y,r,o,o,r,w,g,w,r,y,r,g,w,b,b,g,o,w,y,right
o,o,b,y,b,y,r,o,o,b,w,g,r,y,r,w,g,w,r,b,g,y,w,g,right-twice
o,r,b,g,b,y,r,o,o,o,w,y,y,w,r,r,g,w,y,b,g,b,w,g,right-reversed
o,r,b,g,b,y,y,b,o,o,r,o,y,w,w,y,g,w,r,r,w,g,g,b,bottom
o,r,b,g,b,y,r,r,o,o,y,b,y,w,r,o,g,w,w,y,g,w,b,g,bottom
y,r,w,g,r,b,r,y,o,o,b,b,y,w,r,o,g,b,w,g,o,w,y,g,left
w,o,w,g,r,b,y,y,o,o,b,b,y,g,r,y,w,g,g,b,o,w,r,r,back
r,r,w,g,y,b,g,y,o,o,b,b,y,y,r,r,b,g,g,w,o,w,o,w,back-twice
y,r,w,g,r,b,r,y,o,o,b,b,y,w,r,o,g,b,w,g,o,w,y,g,back
y,r,y,b,r,o,r,w,b,o,b,o,w,w,g,o,g,b,w,g,r,y,y,g,front
r,r,y,b,y,o,g,w,b,o,b,o,w,y,g,r,b,g,g,w,r,y,o,w,back-reversed
g,y,y,b,o,o,w,w,b,o,b,o,w,r,g,r,g,w,b,g,r,y,r,y,back-reversed
y,r,y,b,r,o,r,w,b,o,b,o,w,w,g,o,g,b,w,g,r,y,y,g,back-twice
y,y,y,g,r,o,r,w,b,w,b,g,o,g,w,w,o,b,o,g,r,r,y,b,right-twice
y,o,y,o,r,o,r,w,b,y,b,g,g,w,o,w,b,b,r,g,r,w,y,g,right-reversed
y,w,y,g,r,o,r,w,b,r,b,b,w,o,w,g,g,b,y,g,r,o,y,o,right-twice
y,w,w,o,r,r,r,o,b,b,b,r,y,o,g,g,g,b,y,g,w,w,y,o,front
y,w,w,w,r,g,r,y,r,b,b,b,o,o,r,g,g,b,y,g,o,w,y,o,front-twice
w,w,y,w,g,b,r,y,r,g,b,b,r,b,r,g,o,o,y,g,o,w,y,o,top-reversed
o,y,y,w,g,b,b,y,r,g,b,b,r,r,r,g,g,y,o,o,o,w,w,w,back-twice
o,y,y,w,b,g,y,b,o,g,y,b,r,r,r,g,g,w,o,o,r,w,b,w,left
o,y,r,r,b,w,y,y,g,b,o,y,w,r,r,g,g,w,o,o,g,b,b,w,front-reversed
g,y,o,r,w,y,b,y,g,b,b,y,w,r,r,g,g,r,o,o,o,b,w,w,left-reversed
o,g,r,y,g,b,b,y,w,r,b,y,g,r,r,g,w,y,o,o,o,b,w,w,top
w,w,r,y,g,b,r,y,w,r,b,y,g,b,r,g,o,o,y,w,o,b,g,o,back-twice
w,y,w,r,o,o,r,y,g,b,b,y,w,r,r,g,g,b,y,w,o,b,g,o,top-reversed
r,o,w,r,g,o,o,y,g,b,b,y,w,w,r,y,b,w,g,y,o,b,g,r,back-reversed
o,o,g,r,y,o,o,g,y,b,w,y,w,w,r,y,b,b,g,g,r,b,w,r,left-twice
o,o,g,r,y,o,w,y,y,b,r,y,w,w,g,g,b,b,o,g,b,r,r,w,bottom-reversed
o,r,o,g,b,b,w,y,y,o,r,y,y,b,g,g,w,w,o,g,b,r,r,w,top-reversed
o,r,y,g,b,g,w,o,o,y,y,r,r,b,b,g,w,w,o,g,b,y,r,w,front-reversed
w,r,y,g,g,g,b,o,o,y,y,r,r,w,b,b,g,o,w,w,b,y,r,o,back-twice
w,r,y,g,g,g,w,w,o,y,b,o,r,w,y,r,g,o,b,b,r,b,o,y,bottom
w,r,y,g,r,g,w,w,o,y,b,o,r,y,y,o,b,g,b,o,r,b,g,w,back
w,r,y,g,g,g,w,w,o,y,b,o,r,w,y,r,g,o,b,b,r,b,o,y,back-reversed
w,r,y,g,g,g,b,o,o,y,y,r,r,w,b,b,g,o,w,w,b,y,r,o,bottom-reversed
y,w,g,r,o,y,b,o,r,w,y,r,g,o,b,b,g,g,w,w,b,y,r,o,top
y,w,g,g,o,y,b,o,r,w,y,r,o,b,g,b,o,g,y,w,b,w,r,r,right-reversed
g,g,w,y,o,b,b,o,o,g,y,r,o,y,g,b,r,w,y,w,b,w,r,r,top-twice
y,w,g,g,o,y,b,o,r,w,y,r,o,b,g,b,o,g,y,w,b,w,r,r,top-twice
y,w,g,r,o,y,b,o,r,w,y,r,g,o,b,b,g,g,w,w,b,y,r,o,right
y,w,g,b,o,r,b,g,w,r,r,y,y,o,b,b,g,g,w,w,y,o,r,o,front-reversed
w,w,r,b,r,g,o,b,y,r,r,y,y,o,b,b,g,g,w,y,w,o,g,o,left-reversed
w,r,r,y,r,g,o,b,y,o,r,o,b,y,b,o,b,g,w,y,w,w,g,g,right
w,w,r,b,r,g,o,b,y,r,r,y,y,o,b,b,g,g,w,y,w,o,g,o,right-reversed
w,w,r,g,r,g,o,b,y,w,r,b,o,b,y,b,o,g,o,y,w,r,g,y,right-reversed
w,w,r,g,r,g,o,y,y,w,o,b,o,b,r,b,o,g,y,b,g,w,y,r,bottom
w,w,o,r,r,g,o,r,w,b,y,o,w,b,g,b,o,g,y,b,g,y,y,r,front-reversed
w,y,o,r,r,g,o,r,w,y,y,o,b,g,b,w,o,g,b,b,g,w,y,r,right-twice
w,y,o,o,r,g,o,r,w,w,y,r,b,b,w,g,r,g,y,b,g,b,y,o,right
o,r,o,o,y,g,o,r,w,w,y,r,b,w,w,y,g,b,r,y,g,b,g,b,back-reversed
o,o,o,r,w,w,o,r,b,w,y,r,g,b,w,y,y,g,r,y,g,b,g,b,top
b,y,o,r,o,w,o,r,b,w,y,r,g,b,w,g,r,y,y,g,g,b,w,o,back
